date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:19:00	21056/21056	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:55%20GMT	https://kobobid.com/about-kobobid	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/about-kobobid.html	(from https://kobobid.com/scratch)
19:19:01	20047/20047	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:55%20GMT	https://kobobid.com/	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/index.html	(from https://kobobid.com/scratch)
19:19:01	19252/19252	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:56%20GMT	https://kobobid.com/kobobid-promise	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/kobobid-promise.html	(from https://kobobid.com/scratch)
19:19:01	17677/17677	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:56%20GMT	https://kobobid.com/partnerships	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/partnerships.html	(from https://kobobid.com/scratch)
19:19:02	20237/20237	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:56%20GMT	https://kobobid.com/sitemap	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/sitemap.html	(from https://kobobid.com/scratch)
19:19:02	31886/31886	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:57%20GMT	https://kobobid.com/faqs	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/faqs.html	(from https://kobobid.com/scratch)
19:19:02	21967/21967	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:57%20GMT	https://kobobid.com/how-it-works/scratch	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/how-it-works/scratch.html	(from https://kobobid.com/scratch)
19:19:02	20552/20552	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:57%20GMT	https://kobobid.com/daily-versus-traditional-fantasy-sports	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/daily-versus-traditional-fantasy-sports.html	(from https://kobobid.com/scratch)
19:19:03	18879/18879	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:57%20GMT	https://kobobid.com/what-is-bidpack	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/what-is-bidpack.html	(from https://kobobid.com/scratch)
19:19:03	34375/34375	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:58%20GMT	https://kobobid.com/tips-and-features	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/tips-and-features.html	(from https://kobobid.com/scratch)
19:19:03	19590/19590	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:58%20GMT	https://kobobid.com/kobobid-penny-auctions	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/kobobid-penny-auctions.html	(from https://kobobid.com/scratch)
19:19:04	27266/27266	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:58%20GMT	https://kobobid.com/orders-and-shipping	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/orders-and-shipping.html	(from https://kobobid.com/scratch)
19:19:04	18360/18360	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:18:59%20GMT	https://kobobid.com/payments	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/payments.html	(from https://kobobid.com/scratch)
19:19:04	61169/61169	---M--	200	added ('OK')	image/png	etag:%2218663a7f1f968f5f94221122bd8a443e%22	https://cdn.kobobid.com/web/logo1.png	C:/My%20Web%20Sites/Luxpay%20Scratch/cdn.kobobid.com/web/logo1.png	(from https://kobobid.com/scratch)
19:19:04	41858/41858	---M--	200	added ('OK')	image/png	etag:%2237fb1d8274703ac2bc976b14eef172bd%22	https://cdn.kobobid.com/web/logo3.png	C:/My%20Web%20Sites/Luxpay%20Scratch/cdn.kobobid.com/web/logo3.png	(from https://kobobid.com/scratch)
19:19:04	89561/89561	---M--	200	added ('OK')	image/png	etag:%2255a5a18727b5bf00dd89e7cb536407d1%22	https://cdn.kobobid.com/web/logo2.png	C:/My%20Web%20Sites/Luxpay%20Scratch/cdn.kobobid.com/web/logo2.png	(from https://kobobid.com/scratch)
19:19:05	136099/136099	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2018:19:00%20GMT	https://kobobid.com/scratch?	C:/My%20Web%20Sites/Luxpay%20Scratch/kobobid.com/scratchd41d.html	(from https://kobobid.com/scratch)
19:19:05	6576/6576	---M--	200	added ('OK')	application/javascript	etag:%221497e6823930c7cf58a77fe306c86977%22	https://cdn.kobobid.com/live/js/dayjs.min.js?v=10.72	C:/My%20Web%20Sites/Luxpay%20Scratch/cdn.kobobid.com/live/js/dayjs.min7dba.js	(from https://kobobid.com/scratch)
19:19:05	2160/2160	---M--	200	added ('OK')	application/javascript	etag:%22cc961f1bc08c11e6df8c8d60181e80a6%22	https://cdn.kobobid.com/live/js/daysjsplugins/utc.min.js?v=10.72	C:/My%20Web%20Sites/Luxpay%20Scratch/cdn.kobobid.com/live/js/daysjsplugins/utc.min7dba.js	(from https://kobobid.com/scratch)
19:19:05	2252/2252	---M--	200	added ('OK')	application/javascript	etag:%2247aae1aebb5c7d475a08222f6c2716dc%22	https://cdn.kobobid.com/live/js/daysjsplugins/timezone.min.js?v=10.72	C:/My%20Web%20Sites/Luxpay%20Scratch/cdn.kobobid.com/live/js/daysjsplugins/timezone.min7dba.js	(from https://kobobid.com/scratch)
19:19:06	1584/1584	---M--	200	added ('OK')	application/javascript	etag:%22d1cd04e2d190b134ba7b5142be64e208%22	https://cdn.kobobid.com/live/js/daysjsplugins/relativeTime.min.js?v=10.72	C:/My%20Web%20Sites/Luxpay%20Scratch/cdn.kobobid.com/live/js/daysjsplugins/relativeTime.min7dba.js	(from https://kobobid.com/scratch)
